deck,deck-href,hero,card,rating
"Immunadin!","http://www.hearthpwn.com/decks/198465-immunadin","Paladin Cards","Consecration

× 1","+3"
"NA Legend Rank Priest Control","http://www.hearthpwn.com/decks/197680-na-legend-rank-priest-control","Priest Cards","Millhouse Manastorm

× 1","+4"
"Stop Hitting Yourself - Miracle Control Priest","http://www.hearthpwn.com/decks/161242-stop-hitting-yourself-miracle-control-priest","Priest Cards","Crazed Alchemist

× 1","+4"
"[Aggro] 60%+ Win Rate S11 Mech Rush (No Antonidas)","http://www.hearthpwn.com/decks/189508-aggro-60-win-rate-s11-mech-rush-no-antonidas","Mage Cards","Mechwarper

× 2","+23"
"Windfury Shamech","http://www.hearthpwn.com/decks/161171-windfury-shamech","Shaman Cards","Flametongue Totem

× 2","+3"
"From the Shadows","http://www.hearthpwn.com/decks/160851-from-the-shadows","Rogue Cards","Iron Sensei

× 2","+7"
"Lust for Elements - Top 100 NA Shaman Deck - Meta Breaker - Video Included","http://www.hearthpwn.com/decks/202275-lust-for-elements-top-100-na-shaman-deck-meta","Shaman Cards","Feral Spirit

× 1","+5"
"Synthex's thalnos warrior, post undertaker ,mech mage meta","http://www.hearthpwn.com/decks/189256-synthexs-thalnos-warrior-post-undertaker-mech-mage","Warrior Cards","Bomb Lobber

× 2","+4"
"Kolento Aggro/Mech Paladin","http://www.hearthpwn.com/decks/203421-kolento-aggro-mech-paladin","Paladin Cards","Truesilver Champion

× 2","+2"
"BreeBotJr Control Warrior","http://www.hearthpwn.com/decks/81605-breebotjr-control-warrior","Warrior Cards","Cruel Taskmaster

× 1","+289"
"[23 Win Streak] Mamao's Anti-Ladder","http://www.hearthpwn.com/decks/198287-23-win-streak-mamaos-anti-ladder","Warrior Cards","Alexstrasza

× 1","+184"
"[LEGEND] Savjz Paladin","http://www.hearthpwn.com/decks/189952-legend-savjz-paladin","Paladin Cards","Knife Juggler

× 2","+4"
"[Brodos] Georgec's Legendary GvG Miracle Rogue","http://www.hearthpwn.com/decks/157900-brodos-georgecs-legendary-gvg-miracle-rogue","Rogue Cards","Backstab

× 2","+10"
"SenX Hunter 1.0","http://www.hearthpwn.com/decks/197950-senx-hunter-1-0","Hunter Cards","Kill Command

× 2","+6"
"Trump legend shaman deck","http://www.hearthpwn.com/decks/197697-trump-legend-shaman-deck","Shaman Cards","Al'Akir the Windlord

× 1","+5"
"Kolento's Druid - The Pinnacle 3","http://www.hearthpwn.com/decks/202429-kolentos-druid-the-pinnacle-3","Druid Cards","Sylvanas Windrunner

× 1","+4"
"Current Meta Ramp Dru Lvls 1-5+","http://www.hearthpwn.com/decks/200660-current-meta-ramp-dru-lvls-1-5","Druid Cards","Earthen Ring Farseer

× 1","+7"
"[Brodos] #5 Legend Priest ""By Light Be Purged""","http://www.hearthpwn.com/decks/170419-brodos-5-legend-priest-by-light-be-purged","Priest Cards","Sylvanas Windrunner

× 1","+12"
"Rogue deck - Just made it to legend!","http://www.hearthpwn.com/decks/199234-rogue-deck-just-made-it-to-legend","Rogue Cards","Loatheb

× 1","+16"
"Myztyrio's Control Mage","http://www.hearthpwn.com/decks/203165-myztyrios-control-mage","Mage Cards","Mad Scientist

× 2","+2"
"Low cost aggro mech rogue no legendaries","http://www.hearthpwn.com/decks/167446-low-cost-aggro-mech-rogue-no-legendaries","Rogue Cards","Mechwarper

× 2","+36"
"MechWarrior","http://www.hearthpwn.com/decks/197125-mechwarrior","Warrior Cards","Cogmaster

× 2","+3"
"Crushing Ranks with Face Hunter","http://www.hearthpwn.com/decks/197672-crushing-ranks-with-face-hunter","Hunter Cards","Eaglehorn Bow

× 2","+26"
"Deathwinglock","http://www.hearthpwn.com/decks/194796-deathwinglock","Warlock Cards","Defender of Argus

× 2","+388"
"Essence of Magic!","http://www.hearthpwn.com/decks/184816-essence-of-magic","Rogue Cards","Malygos

× 1","+3"
"Kolento midrange","http://www.hearthpwn.com/decks/192701-kolento-midrange","Warlock Cards","Floating Watcher

× 1","+3"
"[EU LEGEND] Synapticon's Control Warrior","http://www.hearthpwn.com/decks/174020-eu-legend-synapticons-control-warrior","Warrior Cards","Dr. Boom

× 1","+23"
"Turn 3 Dragons!","http://www.hearthpwn.com/decks/138536-turn-3-dragons","Shaman Cards","Far Sight

× 2","+5"
"Decktech's Mecho my Echo Adaptation","http://www.hearthpwn.com/decks/184604-decktechs-mecho-my-echo-adaptation","Mage Cards","Enhance-o Mechano

× 1","+4"
"[LEGEND] Shredder Druid 3.0","http://www.hearthpwn.com/decks/146163-legend-shredder-druid-3-0","Druid Cards","Keeper of the Grove

× 2","+6"
"Greed!","http://www.hearthpwn.com/decks/185564-greed","Priest Cards","Shadow Word: Death

× 1","+8"
"Kolento midrange","http://www.hearthpwn.com/decks/192701-kolento-midrange","Warlock Cards","Nerubian Egg

× 2","+3"
"Iron Bite (Machine Hunter)","http://www.hearthpwn.com/decks/144607-iron-bite-machine-hunter","Hunter Cards","Metaltooth Leaper

× 2","+3"
"Trump legend shaman deck","http://www.hearthpwn.com/decks/197697-trump-legend-shaman-deck","Shaman Cards","Crackle

× 2","+5"
"Kel'thuzad Token Druid","http://www.hearthpwn.com/decks/186636-kelthuzad-token-druid","Druid Cards","The Black Knight

× 1","+18"
"Stay Frosty - OTK Mage Combo Deck","http://www.hearthpwn.com/decks/47800-stay-frosty-otk-mage-combo-deck","Mage Cards","Alexstrasza

× 1","+72"
"Mekginner mech?","http://www.hearthpwn.com/decks/200822-mekginner-mech","Mage Cards","Fireball

× 2","+3"
"[Legendary] Ramp Druid","http://www.hearthpwn.com/decks/171207-legendary-ramp-druid","Druid Cards","Swipe

× 2","+13"
"Decks For Fun: Hobgopriest","http://www.hearthpwn.com/decks/201925-decks-for-fun-hobgopriest","Priest Cards","Dark Cultist

× 2","+3"
"Chakki's Druid - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200794-chakkis-druid-esl-legendary-series-winter-2014","Druid Cards","Loatheb

× 1","+7"
"Gregory's Control Warrior","http://www.hearthpwn.com/decks/54721-gregorys-control-warrior","Warrior Cards","Fiery War Axe

× 2","+7"
"[LEGEND] QuietPenguin's MechMage! Legend with 75% Win Rate! Post Undertaker Nerf!","http://www.hearthpwn.com/decks/184403-legend-quietpenguins-mechmage-legend-with-75-win","Mage Cards","Annoy-o-Tron

× 2","+122"
"Legend GvG Shaman [20/2/15]","http://www.hearthpwn.com/decks/168812-legend-gvg-shaman-20-2-15","Shaman Cards","Haunted Creeper

× 2","+5"
"Windlord & Firelord BrotherHooD v2","http://www.hearthpwn.com/decks/123765-windlord-firelord-brotherhood-v2","Shaman Cards","Feral Spirit

× 2","+5"
"HandGanis (Anti-Mech mage/aggro)","http://www.hearthpwn.com/decks/159435-handganis-anti-mech-mage-aggro","Warlock Cards","Defender of Argus

× 2","+53"
"GvG burst Shaman","http://www.hearthpwn.com/decks/201058-gvg-burst-shaman","Shaman Cards","Lightning Bolt

× 2","+4"
"Ramp Druid v6","http://www.hearthpwn.com/decks/200846-ramp-druid-v6","Druid Cards","Kezan Mystic

× 1","+5"
"Echoing Apprentice Miracle Mage (Infinite Fireballs!) **Updated**","http://www.hearthpwn.com/decks/143648-echoing-apprentice-miracle-mage-infinite-fireballs","Mage Cards","Duplicate

× 1","+8"
"Midrange Sniper (Season 11)","http://www.hearthpwn.com/decks/178579-midrange-sniper-season-11","Hunter Cards","Kill Command

× 2","+5"
"Typeless Mage Deck","http://www.hearthpwn.com/decks/202595-typeless-mage-deck","Mage Cards","Fireball

× 2","+3"
"Amaz Style Echo Mage Deck","http://www.hearthpwn.com/decks/151726-amaz-style-echo-mage-deck","Mage Cards","Frostbolt

× 2","+9"
"1 Deck to Rule Them All","http://www.hearthpwn.com/decks/173450-1-deck-to-rule-them-all","Shaman Cards","Azure Drake

× 1","+3"
"Can you SPELL MANA?","http://www.hearthpwn.com/decks/153000-can-you-spell-mana","Mage Cards","Kirin Tor Mage

× 2","+3"
"[#12 Legend NA] Nomodogan's Chow Bomber Warrior","http://www.hearthpwn.com/decks/201311-12-legend-na-nomodogans-chow-bomber-warrior","Warrior Cards","Execute

× 2","+4"
"Wheelchair Accessable (Post Undertaker Nerf Ramp)","http://www.hearthpwn.com/decks/183933-wheelchair-accessable-post-undertaker-nerf-ramp","Druid Cards","Sneed's Old Shredder

× 1","+100"
"Dragon's Prophecy (Shadowform/Competitive)","http://www.hearthpwn.com/decks/159352-dragons-prophecy-shadowform-competitive","Priest Cards","Holy Nova

× 2","+11"
"Myztyrio's Control Mage","http://www.hearthpwn.com/decks/203165-myztyrios-control-mage","Mage Cards","Secretkeeper

× 1","+2"
"(GvG) Face Hunter Season 9 Legend #24 NA","http://www.hearthpwn.com/decks/136213-gvg-face-hunter-season-9-legend-24-na","Hunter Cards","Abusive Sergeant

× 2","+446"
"Current Meta Ramp Dru Lvls 1-5+","http://www.hearthpwn.com/decks/200660-current-meta-ramp-dru-lvls-1-5","Druid Cards","Antique Healbot

× 1","+7"
"SimplyWarrior for Beginners","http://www.hearthpwn.com/decks/151776-simplywarrior-for-beginners","Warrior Cards","Amani Berserker

× 2","+4"
"[Demonlock] Your Flesh falls, your soul bows to me!","http://www.hearthpwn.com/decks/201068-demonlock-your-flesh-falls-your-soul-bows-to-me","Warlock Cards","Demonheart

× 1","+3"
"Dog's Druid - The Pinnacle 3","http://www.hearthpwn.com/decks/202433-dogs-druid-the-pinnacle-3","Druid Cards","Swipe

× 2","+4"
"Slow Legendary Control warrior","http://www.hearthpwn.com/decks/196370-slow-legendary-control-warrior","Warrior Cards","Ironbeak Owl

× 1","+3"
"Insane oil addict","http://www.hearthpwn.com/decks/196522-insane-oil-addict","Rogue Cards","Blade Flurry

× 2","+3"
"Hobgoblins and Nomes","http://www.hearthpwn.com/decks/198154-hobgoblins-and-nomes","Paladin Cards","Argent Squire

× 2","+6"
"ComboWombo Warlock","http://www.hearthpwn.com/decks/201905-combowombo-warlock","Warlock Cards","Alexstrasza

× 1","+3"
"murloc shaman deck","http://www.hearthpwn.com/decks/152556-murloc-shaman-deck","Shaman Cards","Feral Spirit

× 2","+3"
"Tempo Shaman 25-5","http://www.hearthpwn.com/decks/199546-tempo-shaman-25-5","Shaman Cards","Doomhammer

× 1","+14"
"[Spark] Demonic Zoo (S9)","http://www.hearthpwn.com/decks/129065-spark-demonic-zoo-s9","Warlock Cards","Imp-losion

× 2","+140"
"Ultimate Wisplock","http://www.hearthpwn.com/decks/190562-ultimate-wisplock","Warlock Cards","Abusive Sergeant

× 2","+3"
"Karlis's Druid - Battle of the Best #3 (#1 - 2015)","http://www.hearthpwn.com/decks/187027-karliss-druid-battle-of-the-best-3-1-2015","Druid Cards","Loot Hoarder

× 1","+4"
"GvG Shadow Priest","http://www.hearthpwn.com/decks/133239-gvg-shadow-priest","Priest Cards","Velen's Chosen

× 1","+3"
"Legend GvG Shaman [20/2/15]","http://www.hearthpwn.com/decks/168812-legend-gvg-shaman-20-2-15","Shaman Cards","Loatheb

× 1","+5"
"Bestial","http://www.hearthpwn.com/decks/199594-bestial","Druid Cards","Wrath

× 2","+3"
"Nozdormu mill","http://www.hearthpwn.com/decks/185818-nozdormu-mill","Rogue Cards","Antique Healbot

× 2","+3"
"Combo Druud my Way (only 4k Dust)","http://www.hearthpwn.com/decks/190597-combo-druud-my-way-only-4k-dust","Druid Cards","Mind Control Tech

× 1","+8"
"SilentStorm's Warlock - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200777-silentstorms-warlock-esl-legendary-series-winter","Warlock Cards","Power Overwhelming

× 2","+8"
"Reynad Freeze","http://www.hearthpwn.com/decks/197165-reynad-freeze","Mage Cards","Blizzard

× 2","+3"
"HandGanis (Anti-Mech mage/aggro)","http://www.hearthpwn.com/decks/159435-handganis-anti-mech-mage-aggro","Warlock Cards","Hellfire

× 1","+53"
"Gregory's Control Warrior","http://www.hearthpwn.com/decks/54721-gregorys-control-warrior","Warrior Cards","Acolyte of Pain

× 1","+7"
"Frabege's Legendary Taunty Druid 2.0","http://www.hearthpwn.com/decks/193146-frabeges-legendary-taunty-druid-2-0","Druid Cards","Loatheb

× 1","+9"
"Kingbob's Beast Tempo Hunter","http://www.hearthpwn.com/decks/149581-kingbobs-beast-tempo-hunter","Hunter Cards","Mad Scientist

× 2","+6"
"[combo] Mom's Spaghetti","http://www.hearthpwn.com/decks/197497-combo-moms-spaghetti","Shaman Cards","Faceless Manipulator

× 1","+3"
"MillDruid w/ Tutorial","http://www.hearthpwn.com/decks/185027-milldruid-w-tutorial","Druid Cards","Antique Healbot

× 2","+6"
"S11 Handlock tourny/eu ladder","http://www.hearthpwn.com/decks/194821-s11-handlock-tourny-eu-ladder","Warlock Cards","Lord Jaraxxus

× 1","+5"
"[Prince Tyiron] Mech Mages DO NOT stand a chance","http://www.hearthpwn.com/decks/197663-prince-tyiron-mech-mages-do-not-stand-a-chance","Hunter Cards","Hunter's Mark

× 2","+5"
"Pvp's [RANK 8 TO LEGEND] EASY","http://www.hearthpwn.com/decks/169712-pvps-rank-8-to-legend-easy","Hunter Cards","Ironbeak Owl

× 1","+125"
"V3 IcyPriest","http://www.hearthpwn.com/decks/183838-v3-icypriest","Priest Cards","Boulderfist Ogre

× 2","+4"
"Deathrattle Shaman","http://www.hearthpwn.com/decks/160821-deathrattle-shaman","Shaman Cards","Loot Hoarder

× 1","+3"
"Zoo Crushing Ladder","http://www.hearthpwn.com/decks/186081-zoo-crushing-ladder","Warlock Cards","Voidwalker

× 2","+39"
"t6/backspace rogue for gvg meta","http://www.hearthpwn.com/decks/190246-t6-backspace-rogue-for-gvg-meta","Rogue Cards","Loot Hoarder

× 2","+3"
"a Little Greedy - by Kripparian","http://www.hearthpwn.com/decks/190806-a-little-greedy-by-kripparian","Priest Cards","Holy Nova

× 1","+25"
"Xzirez: #1 Season 11 Hunter","http://www.hearthpwn.com/decks/186832-xzirez-1-season-11-hunter","Hunter Cards","Clockwork Gnome

× 1","+34"
"Never pass rank 20 challenge","http://www.hearthpwn.com/decks/185669-never-pass-rank-20-challenge","Druid Cards","Moonfire

× 2","+3"
"Anti agro legend druid","http://www.hearthpwn.com/decks/183780-anti-agro-legend-druid","Druid Cards","Sludge Belcher

× 2","+3"
"OTK Warrior","http://www.hearthpwn.com/decks/191317-otk-warrior","Warrior Cards","Cruel Taskmaster

× 2","+3"
"[Spark] Beasty Zoo (Top 10 EU S9 & S10)","http://www.hearthpwn.com/decks/140012-spark-beasty-zoo-top-10-eu-s9-s10","Hunter Cards","Freezing Trap

× 1","+277"
"{Legend} Hyena Boys Hunter","http://www.hearthpwn.com/decks/185882-legend-hyena-boys-hunter","Hunter Cards","Webspinner

× 2","+3"
"GvG Control Warrior","http://www.hearthpwn.com/decks/124839-gvg-control-warrior","Warrior Cards","Armorsmith

× 2","+3"
"[Brodos] GvG Control Paladin","http://www.hearthpwn.com/decks/144078-brodos-gvg-control-paladin","Paladin Cards","Tirion Fordring

× 1","+57"
"Mech2G's Hand Priest","http://www.hearthpwn.com/decks/200683-mech2gs-hand-priest","Priest Cards","Holy Fire

× 1","+4"
"Greenskin's Barber Shop (Miracle)","http://www.hearthpwn.com/decks/138331-greenskins-barber-shop-miracle","Rogue Cards","Azure Drake

× 2","+4"
"[Tesla] Oil Rogue","http://www.hearthpwn.com/decks/186148-tesla-oil-rogue","Rogue Cards","Blade Flurry

× 2","+206"
"[thom4sa] Zero Mage: GvG [echo of medivh]","http://www.hearthpwn.com/decks/170902-thom4sa-zero-mage-gvg-echo-of-medivh","Mage Cards","Toshley

× 1","+4"
"deathrattle hunter","http://www.hearthpwn.com/decks/198917-deathrattle-hunter","Hunter Cards","Loot Hoarder

× 2","+3"
"Blade Malygos  (Legend)","http://www.hearthpwn.com/decks/79447-blade-malygos-legend","Rogue Cards","Preparation

× 2","+30"
"[In-Depth] Legendary Handlock Guide","http://www.hearthpwn.com/decks/56127-in-depth-legendary-handlock-guide","Warlock Cards","Zombie Chow

× 1","+39"
"Kolento's Pinnacle 3 Demon Warlock deck","http://www.hearthpwn.com/decks/201501-kolentos-pinnacle-3-demon-warlock-deck","Warlock Cards","Darkbomb

× 1","+11"
"Gazlowe Warlock [Mech Zoo]","http://www.hearthpwn.com/decks/197412-gazlowe-warlock-mech-zoo","Warlock Cards","Dark Iron Dwarf

× 1","+5"
"GvG Control Priest","http://www.hearthpwn.com/decks/183687-gvg-control-priest","Priest Cards","Northshire Cleric

× 2","+4"
"Mech Rogue [MaSsan Legend Deck]","http://www.hearthpwn.com/decks/196972-mech-rogue-massan-legend-deck","Rogue Cards","Mechwarper

× 2","+12"
"GvG Control hunter","http://www.hearthpwn.com/decks/153725-gvg-control-hunter","Hunter Cards","Sludge Belcher

× 1","+4"
"[Spark] Tempo Miracle (S10)","http://www.hearthpwn.com/decks/154662-spark-tempo-miracle-s10","Rogue Cards","Shiv

× 1","+76"
"[Legend] Midrange Shaman 85% winrate Rank 5-Legend","http://www.hearthpwn.com/decks/172893-legend-midrange-shaman-85-winrate-rank-5-legend","Shaman Cards","Azure Drake

× 2","+51"
"Chakki's Mage - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200792-chakkis-mage-esl-legendary-series-winter-2014-2015","Mage Cards","Pyroblast

× 1","+3"
"Xixo's Ranked Pirate","http://www.hearthpwn.com/decks/155033-xixos-ranked-pirate","Rogue Cards","Dread Corsair

× 2","+3"
"Budget Control Warrior","http://www.hearthpwn.com/decks/183970-budget-control-warrior","Warrior Cards","Whirlwind

× 2","+3"
"Midrange is Back","http://www.hearthpwn.com/decks/203451-midrange-is-back","Shaman Cards","Al'Akir the Windlord

× 1","+2"
"Tidesoftime Legendary Deck","http://www.hearthpwn.com/decks/190723-tidesoftime-legendary-deck","Priest Cards","Circle of Healing

× 2","+14"
"[LEGEND] Grinding Huntards","http://www.hearthpwn.com/decks/183686-legend-grinding-huntards","Shaman Cards","Hex

× 2","+6"
"(Legend) Redrums Baronlock","http://www.hearthpwn.com/decks/197704-legend-redrums-baronlock","Warlock Cards","Mechwarper

× 2","+9"
"[Legend]Nasty - unique tempo paladin deck","http://www.hearthpwn.com/decks/197368-legend-nasty-unique-tempo-paladin-deck","Paladin Cards","Tirion Fordring

× 1","+7"
"Savjz's Rogue - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200781-savjzs-rogue-esl-legendary-series-winter-2014-2015","Rogue Cards","Loatheb

× 1","+6"
"[SSD] Miracle Mech Shaman","http://www.hearthpwn.com/decks/195316-ssd-miracle-mech-shaman","Shaman Cards","Clockwork Gnome

× 2","+3"
"[GvG] Priest robber","http://www.hearthpwn.com/decks/119340-gvg-priest-robber","Priest Cards","Circle of Healing

× 2","+4"
"Aggro Druid","http://www.hearthpwn.com/decks/161908-aggro-druid","Druid Cards","Mark of the Wild

× 1","+4"
"New Mage Of Kolento","http://www.hearthpwn.com/decks/190099-new-mage-of-kolento","Mage Cards","Fireball

× 2","+3"
"S10 Legend - MALYGOS","http://www.hearthpwn.com/decks/192750-s10-legend-malygos","Rogue Cards","Malygos

× 1","+3"
"Deathrattle Shaman","http://www.hearthpwn.com/decks/160821-deathrattle-shaman","Shaman Cards","Mana Tide Totem

× 1","+3"
"Feign Death Hunter Thaddius Deck","http://www.hearthpwn.com/decks/172820-feign-death-hunter-thaddius-deck","Hunter Cards","Baron Rivendare

× 1","+5"
"Brave the Elements (Current Version)","http://www.hearthpwn.com/decks/112931-brave-the-elements-current-version","Shaman Cards","Hex

× 2","+3"
"TSR's Druid","http://www.hearthpwn.com/decks/200900-tsrs-druid","Druid Cards","Mechanical Yeti

× 2","+3"
"S10 Legend - MALYGOS","http://www.hearthpwn.com/decks/192750-s10-legend-malygos","Rogue Cards","Loatheb

× 1","+3"
"Well Met! The Undead Tauntadin","http://www.hearthpwn.com/decks/193172-well-met-the-undead-tauntadin","Paladin Cards","Sen'jin Shieldmasta

× 2","+9"
"Impose Your Will","http://www.hearthpwn.com/decks/142686-impose-your-will","Warrior Cards","Doomsayer

× 2","+5"
